,Ind_ID,GENDER,Car_Owner,Propert_Owner,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,label,Family
77,5065348,F,Y,Y,202500.0,Working,Higher education,Married,House / apartment,-15160.0,-3974,1,0,0,0,High skill tech staff,1,2
78,5065462,F,N,N,157500.0,Commercial associate,Secondary,Married,House / apartment,-19004.0,-1570,1,0,0,0,Laborers,1,2
79,5065518,F,Y,N,202500.0,Working,Higher education,Married,Rented apartment,-9510.0,-2878,1,0,0,0,Laborers,1,4
80,5068389,F,Y,Y,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,0,Sales staff,1,3
81,5068456,F,Y,N,135000.0,Commercial associate,Secondary,Married,House / apartment,-13581.0,-2576,1,0,0,0,Laborers,1,2
82,5068651,F,Y,Y,360000.0,State servant,Higher education,Separated,House / apartment,-19305.0,-1905,1,0,0,0,Core staff,1,1
83,5069216,F,Y,Y,256500.0,Commercial associate,Higher education,Married,House / apartment,-11210.0,-1724,1,1,0,0,Accountants,1,2
84,5069218,F,Y,Y,256500.0,Commercial associate,Higher education,not married,House / apartment,-11210.0,-1724,1,1,0,0,Accountants,1,2
85,5069307,M,N,Y,157500.0,Working,Secondary,Married,House / apartment,-15640.0,-1328,1,0,0,0,Core staff,1,2
86,5078820,F,N,N,225000.0,Commercial associate,Secondary,Married,House / apartment,-14476.0,-4987,1,0,0,0,High skill tech staff,1,6
87,5078945,F,N,Y,180000.0,Working,Incomplete higher,Separated,House / apartment,-12253.0,-3496,1,1,0,0,Laborers,1,5
88,5078946,F,N,Y,180000.0,Working,Incomplete higher,Separated,House / apartment,-12253.0,-3496,1,1,0,0,Laborers,1,5
89,5079166,M,Y,N,202500.0,Working,Secondary,Married,With parents,-13720.0,-1394,1,0,0,0,Laborers,1,2
90,5079167,M,Y,N,202500.0,Working,Secondary,Married,With parents,-13720.0,-1394,1,0,0,0,Laborers,1,2
91,5079168,M,Y,N,202500.0,Working,Secondary,Married,With parents,-13720.0,-1394,1,0,0,0,Laborers,1,2
92,5085886,M,Y,Y,315000.0,Commercial associate,Higher education,Married,House / apartment,-18661.0,-1265,1,0,0,0,Managers,1,2
93,5089162,F,Y,N,225000.0,Working,Higher education,Married,House / apartment,-20264.0,-2531,1,1,1,0,Accountants,1,2
94,5089959,M,N,Y,126000.0,Commercial associate,Secondary,Civil marriage,House / apartment,-12755.0,-2105,1,0,0,0,Laborers,1,4
95,5090166,F,N,Y,675000.0,Commercial associate,Secondary,not married,House / apartment,-15452.0,-860,1,0,0,0,Security staff,1,3
96,5090214,M,Y,Y,135000.0,Working,Secondary,Married,House / apartment,-10712.0,-217,1,0,0,0,Laborers,1,2
97,5090216,M,Y,Y,135000.0,Working,Secondary,Married,House / apartment,-10712.0,-217,1,0,0,0,Laborers,1,2
98,5092087,M,Y,Y,247500.0,Working,Secondary,Married,House / apartment,-17320.0,-535,1,0,0,0,Laborers,1,6
99,5092245,F,N,N,103500.0,Pensioner,Secondary,Married,House / apartment,-22111.0,365243,1,0,0,0,Laborers,1,2
100,5092479,M,N,N,85500.0,State servant,Secondary,Married,Municipal apartment,-15014.0,-6866,1,0,0,0,Core staff,1,4
101,5096527,F,N,N,135000.0,Working,Secondary,Widow,Co-op apartment,-20012.0,-584,1,0,0,0,Core staff,1,1
102,5096528,F,N,N,135000.0,Working,Secondary,Widow,Co-op apartment,-20012.0,-584,1,0,0,0,Core staff,1,1
103,5096743,F,N,Y,180000.0,Working,Lower secondary,Widow,House / apartment,-16803.0,-2227,1,1,1,0,Cleaning staff,1,1
104,5097065,F,N,Y,121500.0,Working,Secondary,Married,House / apartment,-18971.0,-8161,1,0,0,0,Managers,1,2
105,5100430,M,Y,N,180000.0,Working,Secondary,not married,House / apartment,-16310.0,-613,1,0,0,0,Laborers,1,1
106,5105045,M,N,Y,225000.0,Pensioner,Secondary,Widow,House / apartment,-22939.0,365243,1,0,0,0,Laborers,1,1
107,5105056,M,Y,N,166500.0,Commercial associate,Higher education,not married,Municipal apartment,-11528.0,-606,1,0,1,1,High skill tech staff,1,1
108,5106077,F,N,Y,135000.0,Commercial associate,Secondary,Married,House / apartment,-19764.0,-6944,1,0,0,0,Medicine staff,1,2
109,5113621,M,N,N,225000.0,Working,Secondary,Widow,Municipal apartment,-19406.0,-346,1,0,0,0,Security staff,1,1
110,5113933,F,N,N,67500.0,Pensioner,Secondary,Widow,House / apartment,-23271.0,365243,1,0,1,0,Laborers,1,1
111,5113944,F,Y,N,135000.0,Pensioner,Secondary,Married,House / apartment,-23324.0,365243,1,0,1,0,Laborers,1,2
112,5114249,M,N,N,130500.0,Working,Incomplete higher,Married,Rented apartment,-11331.0,-1808,1,1,1,0,Laborers,1,4
113,5114253,M,N,N,130500.0,Working,Incomplete higher,Married,Rented apartment,-11331.0,-1808,1,1,1,0,Laborers,1,4
114,5115604,F,N,Y,202500.0,Working,Secondary,Married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,1,2
115,5115606,F,N,Y,202500.0,Working,Secondary,Married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,1,2
116,5115608,F,N,Y,202500.0,Working,Secondary,Married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,1,2
117,5115610,F,N,Y,202500.0,Working,Secondary,Married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,1,2
118,5115611,F,N,Y,202500.0,Working,Secondary,not married,House / apartment,-14523.0,-3420,1,0,0,0,Core staff,1,2
119,5116035,M,Y,Y,126000.0,Working,Higher education,not married,House / apartment,-14522.0,-863,1,1,0,0,Managers,1,1
120,5116036,M,Y,Y,126000.0,Working,Higher education,not married,House / apartment,-14522.0,-863,1,1,0,0,Managers,1,1
121,5116258,F,N,Y,180000.0,Commercial associate,Secondary,Married,House / apartment,-17468.0,-7413,1,0,0,0,Core staff,1,10
122,5116301,F,N,Y,180000.0,Pensioner,Secondary,Married,House / apartment,-22655.0,365243,1,0,0,0,Laborers,1,2
123,5116302,F,N,Y,180000.0,Pensioner,Secondary,Married,House / apartment,-22655.0,365243,1,0,0,0,Laborers,1,2
124,5116304,F,N,Y,180000.0,Pensioner,Secondary,Married,House / apartment,-22655.0,365243,1,0,0,0,Laborers,1,2
125,5116305,F,N,Y,166500.0,Pensioner,Secondary,Married,House / apartment,-22655.0,365243,1,0,0,0,Laborers,1,2
126,5116906,M,Y,Y,211500.0,Pensioner,Secondary,Married,House / apartment,-15047.0,-7553,1,0,0,0,Core staff,1,2
127,5117313,F,N,Y,157500.0,Commercial associate,Secondary,Married,House / apartment,-13022.0,-3931,1,1,1,0,Laborers,1,4
128,5117413,F,N,N,81000.0,Pensioner,Secondary,Separated,House / apartment,-22279.0,365243,1,0,1,0,Laborers,1,1
129,5118046,F,N,N,81000.0,Pensioner,Secondary,Widow,House / apartment,-23902.0,365243,1,0,1,0,Laborers,1,1
130,5118275,F,N,N,112500.0,Pensioner,Secondary,Married,Municipal apartment,-21363.0,365243,1,0,0,0,Laborers,1,2
131,5118278,F,N,N,112500.0,Pensioner,Secondary,Married,Municipal apartment,-21363.0,365243,1,0,0,0,Laborers,1,2
132,5118279,F,N,N,112500.0,Pensioner,Secondary,Married,Municipal apartment,-21363.0,365243,1,0,0,0,Laborers,1,2
133,5118280,F,N,N,112500.0,Pensioner,Secondary,not married,Municipal apartment,-21363.0,365243,1,0,0,0,Laborers,1,2
134,5118283,M,N,N,112500.0,Pensioner,Secondary,Married,Municipal apartment,-21363.0,365243,1,0,0,0,Laborers,1,2
135,5118541,F,N,Y,72000.0,Working,Secondary,Married,House / apartment,-18132.0,-1039,1,0,1,0,Laborers,1,2
136,5125289,F,N,N,202500.0,Working,Secondary,Separated,House / apartment,-13939.0,-134,1,0,0,0,Laborers,1,3
137,5125299,F,N,Y,148500.0,Pensioner,Secondary,Married,House / apartment,-20846.0,365243,1,0,0,0,Laborers,1,2
138,5125708,F,Y,Y,135000.0,Working,Lower secondary,Married,House / apartment,-16413.0,-622,1,0,1,0,High skill tech staff,1,2
139,5125716,F,Y,Y,135000.0,Working,Lower secondary,Married,House / apartment,-16413.0,-622,1,0,1,0,High skill tech staff,1,2
140,5125761,M,N,Y,270000.0,Commercial associate,Secondary,not married,Municipal apartment,-18020.0,-1595,1,0,0,0,Cooking staff,1,1
141,5125763,M,Y,N,135000.0,Commercial associate,Secondary,not married,House / apartment,-13030.0,-1626,1,0,1,0,Laborers,1,4
142,5125934,F,N,Y,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,-9862.0,-1868,1,1,0,0,Sales staff,1,6
143,5126278,F,N,N,162000.0,Pensioner,Secondary,Married,House / apartment,-21244.0,365243,1,0,0,0,Laborers,1,2
144,5135344,M,N,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103.0,-555,1,0,0,0,Security staff,1,2
145,5135345,M,N,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103.0,-555,1,0,0,0,Security staff,1,2
146,5135346,M,N,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103.0,-555,1,0,0,0,Security staff,1,2
147,5135485,F,N,Y,135000.0,State servant,Higher education,not married,Municipal apartment,-10660.0,-1935,1,0,0,0,Core staff,1,1
148,5135487,F,N,Y,135000.0,State servant,Higher education,not married,Municipal apartment,-10660.0,-1935,1,0,0,0,Core staff,1,1
149,5135636,M,Y,Y,195750.0,Working,Secondary,Married,House / apartment,-18836.0,-931,1,1,1,0,Laborers,1,2
150,5135990,F,N,Y,585000.0,Commercial associate,Higher education,not married,House / apartment,-10430.0,-900,1,0,0,0,Managers,1,3
151,5135991,F,N,Y,585000.0,Commercial associate,Higher education,not married,House / apartment,-10430.0,-900,1,0,0,0,Managers,1,3
152,5142183,M,Y,Y,166500.0,Commercial associate,Higher education,Married,House / apartment,-17841.0,-4305,1,1,1,0,Managers,1,6
153,5142184,M,Y,Y,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841.0,-4305,1,1,1,0,Managers,1,6
154,5142185,M,Y,Y,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841.0,-4305,1,1,1,0,Managers,1,6
155,5142361,M,Y,Y,112500.0,Working,Secondary,Married,House / apartment,-16204.0,-925,1,1,1,0,Drivers,1,4
156,5142362,M,Y,Y,112500.0,Working,Secondary,Married,House / apartment,-16204.0,-925,1,1,1,0,Drivers,1,4
157,5142456,F,N,N,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952.0,-499,1,0,1,0,Core staff,1,1
158,5142458,F,N,Y,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952.0,-499,1,0,1,0,Core staff,1,1
159,5142459,F,N,Y,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952.0,-499,1,0,1,0,Core staff,1,1
160,5143342,M,N,N,216000.0,Working,Secondary,Married,Municipal apartment,-12946.0,-2418,1,0,0,1,Laborers,1,4
161,5145690,F,N,Y,306000.0,Pensioner,Higher education,Married,House / apartment,-21590.0,365243,1,0,0,0,Laborers,1,2
162,5145817,F,N,Y,90000.0,Pensioner,Secondary,Married,House / apartment,-22011.0,365243,1,0,0,0,Laborers,1,2
163,5146005,M,Y,Y,225000.0,Working,Secondary,not married,House / apartment,-10177.0,-189,1,0,0,1,Managers,1,1
164,5146079,F,N,Y,108000.0,Working,Secondary,Married,House / apartment,-12723.0,-1132,1,1,1,0,Sales staff,1,4
165,5146167,F,N,Y,135000.0,Working,Secondary,Married,House / apartment,-20296.0,-1770,1,0,0,0,Security staff,1,2
166,5146444,F,N,Y,135000.0,Working,Secondary,Widow,House / apartment,-14394.0,-919,1,0,1,0,Managers,1,1
167,5148932,M,Y,N,108000.0,Working,Secondary,Married,Office apartment,-17209.0,-1081,1,0,0,0,Security staff,1,2
168,5148934,M,Y,N,108000.0,Working,Secondary,Married,Office apartment,-17209.0,-1081,1,0,0,0,Security staff,1,2
169,5149188,M,Y,N,450000.0,Working,Higher education,Married,House / apartment,-9847.0,-502,1,0,1,1,Core staff,1,4
170,5149190,M,Y,N,450000.0,Working,Higher education,Married,House / apartment,-9847.0,-502,1,0,1,1,Core staff,1,4
171,5149192,F,Y,N,450000.0,Working,Higher education,Married,House / apartment,-9847.0,-502,1,0,1,1,Core staff,1,4
172,5149828,M,Y,Y,315000.0,Working,Secondary,Married,House / apartment,-17348.0,-2420,1,0,0,0,Managers,1,2
173,5149834,F,N,Y,157500.0,Commercial associate,Higher education,Married,House / apartment,-12387.0,-1325,1,0,1,1,Medicine staff,1,2
174,5149838,F,N,Y,157500.0,Pensioner,Higher education,Married,House / apartment,-12387.0,-1325,1,0,1,1,Medicine staff,1,2
175,5118538,F,N,Y,81000.0,Working,Secondary,Married,Municipal apartment,-15749.0,-6367,1,1,1,0,Cleaning staff,0,4
176,5069057,M,Y,N,225000.0,Commercial associate,Secondary,Married,House / apartment,-17762.0,-2484,1,0,0,0,Laborers,0,2
177,5066689,F,N,Y,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12946.0,-341,1,0,1,1,Sales staff,0,2
178,5086062,F,N,Y,135000.0,State servant,Secondary,Married,House / apartment,-20542.0,-9422,1,0,1,0,Core staff,0,2
179,5113717,F,N,N,135000.0,Working,Secondary,Married,House / apartment,-16415.0,-3054,1,0,0,1,Private service staff,0,4
180,5066765,F,N,Y,63000.0,Commercial associate,Secondary,Married,House / apartment,-14550.0,-2987,1,0,0,0,Sales staff,0,4
181,5105227,F,N,Y,135000.0,Working,Secondary,Married,House / apartment,-17365.0,-2128,1,0,0,0,Laborers,0,2
182,5054648,F,N,Y,112500.0,Pensioner,Secondary,not married,House / apartment,-24238.0,365243,1,0,0,0,Laborers,0,1
183,5067187,F,N,Y,112500.0,Working,Higher education,Married,House / apartment,-11432.0,-820,1,1,0,0,Core staff,0,2
184,5105818,F,N,Y,45000.0,Pensioner,Secondary,Married,House / apartment,-22072.0,365243,1,0,1,0,Laborers,0,2
185,5033574,F,Y,Y,166500.0,Working,Secondary,Married,House / apartment,-14222.0,-141,1,1,1,0,Cooking staff,0,4
186,5125478,F,N,Y,202500.0,Pensioner,Secondary,Married,House / apartment,-20661.0,365243,1,0,0,0,Laborers,0,2
187,5046340,M,N,Y,180000.0,Working,Lower secondary,Married,House / apartment,-10581.0,-1692,1,1,0,0,Laborers,0,4
188,5054058,F,Y,N,450000.0,Working,Higher education,Married,House / apartment,-15045.0,-4686,1,0,1,0,Managers,0,4
189,5022326,M,Y,Y,256500.0,Commercial associate,Higher education,Married,House / apartment,-21503.0,-1674,1,0,0,1,Core staff,0,2
190,5065764,F,N,Y,90000.0,Working,Secondary,not married,House / apartment,-14746.0,-693,1,0,0,0,Laborers,0,1
191,5067849,F,N,Y,180000.0,Commercial associate,Secondary,not married,House / apartment,-14756.0,-567,1,0,0,0,Laborers,0,1
192,5097169,F,N,N,90000.0,Commercial associate,Secondary,not married,House / apartment,-10731.0,-885,1,0,0,0,Sales staff,0,1
193,5048583,F,N,Y,135000.0,Pensioner,Secondary,Married,House / apartment,-21579.0,365243,1,0,0,0,Laborers,0,2
194,5115566,M,N,Y,126000.0,Pensioner,Secondary,Married,Rented apartment,-16491.0,365243,1,0,0,0,Laborers,0,2
195,5052722,F,N,N,126000.0,Pensioner,Secondary,Married,House / apartment,-21875.0,365243,1,0,0,0,Laborers,0,2
196,5067723,F,N,Y,337500.0,Working,Academic degree,not married,House / apartment,-12555.0,-2769,1,0,0,0,Laborers,0,3
197,5056077,M,Y,Y,90000.0,Working,Secondary,Married,House / apartment,-12154.0,-1547,1,0,0,0,Core staff,0,2
198,5022275,M,Y,Y,131400.0,Pensioner,Secondary,Married,House / apartment,-23646.0,365243,1,0,0,0,Laborers,0,2
199,5143016,M,N,N,180000.0,Commercial associate,Secondary,Civil marriage,Rented apartment,-14542.0,-3179,1,0,0,0,Laborers,0,2
200,5066709,F,N,Y,247500.0,Pensioner,Secondary,Widow,House / apartment,-24511.0,365243,1,0,0,0,Laborers,0,1
201,5021445,F,N,Y,121500.0,Working,Secondary,Married,With parents,-13315.0,-5204,1,1,1,0,Core staff,0,2
202,5053592,F,N,Y,117000.0,Working,Lower secondary,Widow,House / apartment,-17633.0,-3072,1,0,1,0,Laborers,0,3
203,5116163,F,N,Y,90000.0,Working,Secondary,Married,House / apartment,-9899.0,-320,1,0,0,0,Security staff,0,6
204,5041273,M,N,Y,445500.0,Commercial associate,Higher education,Separated,House / apartment,-19298.0,-2469,1,0,0,0,Laborers,0,1
205,5066627,M,Y,Y,157500.0,Working,Secondary,Married,House / apartment,-15661.5,-583,1,0,0,0,Laborers,0,2
206,5125399,M,Y,N,112500.0,Working,Secondary,Married,House / apartment,-10066.0,-834,1,0,0,0,Laborers,0,2
207,5067345,F,Y,N,180000.0,Commercial associate,Secondary,Married,House / apartment,-16541.0,-1085,1,0,1,0,Laborers,0,2
208,5053711,F,Y,N,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12857.0,-1399,1,0,0,1,Laborers,0,6
209,5096234,F,N,N,117000.0,Working,Secondary,Married,House / apartment,-17087.0,-7310,1,1,1,0,Medicine staff,0,2
210,5125158,M,N,Y,234000.0,Working,Secondary,Married,House / apartment,-11970.0,-1748,1,0,0,0,Laborers,0,4
211,5143231,F,Y,Y,1575000.0,Commercial associate,Higher education,not married,House / apartment,-10142.0,-2479,1,0,0,0,Managers,0,3
212,5062688,M,Y,Y,247500.0,State servant,Secondary,Married,Municipal apartment,-20112.0,-875,1,1,0,1,High skill tech staff,0,2
213,5105685,F,N,Y,144000.0,Working,Secondary,Married,House / apartment,-14132.0,-2805,1,1,1,0,Private service staff,0,6
